
Symbol table '.symtab' contains 8099 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
  6800: 0030b258     8 FUNC    GLOBAL DEFAULT    1 hudReset
  6801: 00211308    20 FUNC    GLOBAL DEFAULT    1 toggleviewwalls
  6802: 003d1ae8     0 OBJECT  GLOBAL DEFAULT    4 scrapyard_spawns_1up
  6803: 003505a8    20 FUNC    GLOBAL DEFAULT    1 sceVu0SubVector
  6804: 003d1070     4 OBJECT  GLOBAL DEFAULT    4 nightclub_AIHandlers_1up
  6805: 0027d468  1036 FUNC    GLOBAL DEFAULT    1 obPrecalcDbufGfxData
  6806: 0020c150    48 FUNC    GLOBAL DEFAULT    1 mcardFileDelete
  6807: 0040ce28    36 OBJECT  GLOBAL DEFAULT    4 weather
  6808: 0029e5e0     8 FUNC    GLOBAL DEFAULT    1 carReset
  6809: 0045d7e8     4 OBJECT  GLOBAL DEFAULT    8 lastreactionframenum
  6810: 003614c0   324 FUNC    GLOBAL DEFAULT    1 strcmp
  6811: 0045c994     4 OBJECT  GLOBAL DEFAULT    8 numhalls
  6812: 003093e0     8 FUNC    GLOBAL DEFAULT    1 fogfxRestart
  6813: 00308628   608 FUNC    GLOBAL DEFAULT    1 skyMeshTick
  6814: 0045d9b0     4 OBJECT  GLOBAL DEFAULT    8 curprop
  6815: 003c47f8     0 OBJECT  GLOBAL DEFAULT    4 tech_spawns_arcade
  6816: 002a50a8    88 FUNC    GLOBAL DEFAULT    1 spaceship3PropTick
  6817: 00350590    20 FUNC    GLOBAL DEFAULT    1 sceVu0AddVector
  6818: 0023ec00   280 FUNC    GLOBAL DEFAULT    1 lvCheckCreateFlagsCore
  6819: 002ae990   132 FUNC    GLOBAL DEFAULT    1 liftDoorMove
  6820: 0045e800     8 OBJECT  GLOBAL DEFAULT    9 __DTOR_LIST__
  6821: 00302288  1712 FUNC    GLOBAL DEFAULT    1 starfieldGfx
  6822: 003cd248   160 OBJECT  GLOBAL DEFAULT    4 setup_pivotal_1up
  6823: 002386f0    92 FUNC    GLOBAL DEFAULT    1 cheatsArcade
  6824: 003ce618     0 OBJECT  GLOBAL DEFAULT    4 planet2_spawninfos_1up
  6825: 00348628    12 FUNC    GLOBAL DEFAULT    1 sceSifGetDataTable
  6826: 0045dcec     4 OBJECT  GLOBAL DEFAULT    8 starfieldtexnum
  6827: 002ff278     8 FUNC    GLOBAL DEFAULT    1 weatherRainEnd
  6828: 0023ed88   980 FUNC    GLOBAL DEFAULT    1 lvLevelSetupPreload
  6829: 0022c410   140 FUNC    GLOBAL DEFAULT    1 fileSave
  6830: 003a7418    32 OBJECT  GLOBAL DEFAULT    4 dm4m2
  6831: 003ce318     0 OBJECT  GLOBAL DEFAULT    4 spacestation_spawns_1up
  6832: 00278aa8     8 FUNC    GLOBAL DEFAULT    1 bgFloorGfx
  6833: 00361f38   120 FUNC    GLOBAL DEFAULT    1 vfiprintf
  6834: 0022e500   132 FUNC    GLOBAL DEFAULT    1 preloadAddTexNum
  6835: 00341160   132 FUNC    GLOBAL DEFAULT    1 sceILsockOpen
  6836: 00266178   756 FUNC    GLOBAL DEFAULT    1 MM_DrawButtonHelp
  6837: 0045e288     4 OBJECT  GLOBAL DEFAULT    8 targetangle
  6838: 00288ce0   340 FUNC    GLOBAL DEFAULT    1 hallrouteCalc
  6839: 0045bae0     4 OBJECT  GLOBAL DEFAULT    8 joy_justdisconnected
  6840: 002cd5a8  1660 FUNC    GLOBAL DEFAULT    1 bulletGrenadeTick
  6841: 002338d0   260 FUNC    GLOBAL DEFAULT    1 signonDelete
  6842: 00325ae8   220 FUNC    GLOBAL DEFAULT    1 enemyReactTime
  6843: 002d7b40  2944 FUNC    GLOBAL DEFAULT    1 gunPlayerFireShots
  6844: 003c63c0   728 OBJECT  GLOBAL DEFAULT    4 warehouse_train_route_start2
  6845: 003a73f8    32 OBJECT  GLOBAL DEFAULT    4 dm4l2
  6846: 0045c910     4 OBJECT  GLOBAL DEFAULT    8 curpad
  6847: 00210df0    28 FUNC    GLOBAL DEFAULT    1 getinvincible
  6848: 002ae908   136 FUNC    GLOBAL DEFAULT    1 liftDecideAutomaticDirection
  6849: 00210e10    20 FUNC    GLOBAL DEFAULT    1 toggleinvisible
  6850: 00315478   180 FUNC    GLOBAL DEFAULT    1 profileFinish
  6851: 00277760    32 FUNC    GLOBAL DEFAULT    1 bgGetSpecial
  6852: 00242fd8  2196 FUNC    GLOBAL DEFAULT    1 frontfxRingGfx
  6853: 00346a00    16 FUNC    GLOBAL DEFAULT    1 iPollSema
  6854: 0045bd94     4 OBJECT  GLOBAL DEFAULT    8 blood
  6855: 00312218   132 FUNC    GLOBAL DEFAULT    1 GetRootDirDetails
  6856: 002c99d8   108 FUNC    GLOBAL DEFAULT    1 inventoryReset
  6857: 00247938   136 FUNC    GLOBAL DEFAULT    1 guiDrawArrowUp
  6858: 0035a150   280 FUNC    GLOBAL DEFAULT    1 sceMcGetEntSpace
  6859: 00358a38    68 FUNC    GLOBAL DEFAULT    1 copysign
  6860: 0034e048    40 FUNC    GLOBAL DEFAULT    1 sceSifLoadElf
  6861: 0045e278     4 OBJECT  GLOBAL DEFAULT    8 soundhandle
  6862: 002c7df0   652 FUNC    GLOBAL DEFAULT    1 chrPlaceOnPad
  6863: 00310338  2364 FUNC    GLOBAL DEFAULT    1 hudGfx
  6864: 002ff280  3192 FUNC    GLOBAL DEFAULT    1 weatherRainTick
  6865: 0035d088   236 FUNC    GLOBAL DEFAULT    1 __fixunsdfdi
  6866: 002e30f8   260 FUNC    GLOBAL DEFAULT    1 particleFree
  6867: 00266470   280 FUNC    GLOBAL DEFAULT    1 MM_DrawLasso
  6868: 003da6a0  1920 OBJECT  GLOBAL DEFAULT    4 tilepadfilenames
  6869: 00286978    96 FUNC    GLOBAL DEFAULT    1 padValid
  6870: 00335858  1232 FUNC    GLOBAL DEFAULT    1 enemySingleUpdateVisTable
  6871: 00238dd0   108 FUNC    GLOBAL DEFAULT    1 objectiveSetUnRevealed
  6872: 003db0f0    16 OBJECT  GLOBAL DEFAULT    4 vif_entry_loadldir16
  6873: 003fe0d8    50 OBJECT  GLOBAL DEFAULT    4 soundgroup_M_GRAVEN
  6874: 00352b60   252 FUNC    GLOBAL DEFAULT    1 acosf
  6875: 0029ca68  1512 FUNC    GLOBAL DEFAULT    1 propGenericTwoStateDamage
  6876: 00328908   376 FUNC    GLOBAL DEFAULT    1 checkAimingFront
  6877: 003d1cd8   160 OBJECT  GLOBAL DEFAULT    4 setup_circus_arcade
  6878: 0045c480     4 OBJECT  GLOBAL DEFAULT    8 lasso_x
  6879: 003a7118    32 OBJECT  GLOBAL DEFAULT    4 dm4e
  6880: 0030c580   328 FUNC    GLOBAL DEFAULT    1 hudKillMessage
  6881: 00329018   628 FUNC    GLOBAL DEFAULT    1 drawLine
  6882: 002b0308   236 FUNC    GLOBAL DEFAULT    1 doorNewInVolume
  6883: 0034ad28   704 FUNC    GLOBAL DEFAULT    1 sceWrite
  6884: 003c8d50   160 OBJECT  GLOBAL DEFAULT    4 setup_notredame_1up
  6885: 002ae7d0   104 FUNC    GLOBAL DEFAULT    1 liftRemoveNodeFromQueue
  6886: 0045dee8     4 OBJECT  GLOBAL DEFAULT    8 frame2
  6887: 002a5160   376 FUNC    GLOBAL DEFAULT    1 greenthingPropTick
  6888: 00358a80    48 FUNC    GLOBAL DEFAULT    1 copysignf
  6889: 002e1978   196 FUNC    GLOBAL DEFAULT    1 ipMotionBlur
  6890: 00288620   120 FUNC    GLOBAL DEFAULT    1 editPadSize
  6891: 003cce50   560 OBJECT  GLOBAL DEFAULT    4 dam_buttons_1up
  6892: 002118c0    60 FUNC    GLOBAL DEFAULT    1 igmShouldShowScores
  6893: 0041f958  3000 OBJECT  GLOBAL DEFAULT    4 attackphases
  6894: 0032dc00     8 FUNC    GLOBAL DEFAULT    1 enemyGetNumPickupWeapons
  6895: 003384f8  1412 FUNC    GLOBAL DEFAULT    1 enemyArcadeUpdateVisTable
  6896: 0031ed40   360 FUNC    GLOBAL DEFAULT    1 enemySetup
  6897: 0045deb0     4 OBJECT  GLOBAL DEFAULT    8 framenum
  6898: 00277808    68 FUNC    GLOBAL DEFAULT    1 bgGetVolume
  6899: 0045da30     4 OBJECT  GLOBAL DEFAULT    8 viewprop_mode
  6900: 002861f0     8 FUNC    GLOBAL DEFAULT    1 padOnePadLabelGfx
  6901: 00365168   268 FUNC    GLOBAL DEFAULT    1 __swsetup
  6902: 00346b60    16 FUNC    GLOBAL DEFAULT    1 EnableIntcHandler
  6903: 002c9aa0    84 FUNC    GLOBAL DEFAULT    1 inventoryFreeItem
  6904: 003518b8  1036 FUNC    GLOBAL DEFAULT    1 atan
  6905: 00283408    64 FUNC    GLOBAL DEFAULT    1 obConfirmLastHitInfo
  6906: 002c95a0   128 FUNC    GLOBAL DEFAULT    1 chrGetScore
  6907: 0033f020   288 FUNC    GLOBAL DEFAULT    1 netReadyToStart
  6908: 00346600    16 FUNC    GLOBAL DEFAULT    1 RFU008
  6909: 003e3a18 90400 OBJECT  GLOBAL DEFAULT    4 p_roomprops
  6910: 00346860    16 FUNC    GLOBAL DEFAULT    1 _iRotateThreadReadyQueue
  6911: 00360ee0   112 FUNC    GLOBAL DEFAULT    1 sprintf
  6912: 00208b10    56 FUNC    GLOBAL DEFAULT    1 soundSetLoopPos
  6913: 0045c8b0     4 OBJECT  GLOBAL DEFAULT    8 num_deleted_instances
  6914: 003376e0   224 FUNC    GLOBAL DEFAULT    1 enemyStorySetWait
  6915: 0022e808   152 FUNC    GLOBAL DEFAULT    1 preloadGetTexName
  6916: 00344690   400 FUNC    GLOBAL DEFAULT    1 sceGsResetGraph
  6917: 00327828   488 FUNC    GLOBAL DEFAULT    1 enemySelectStoryTarget
  6918: 00270970   128 FUNC    GLOBAL DEFAULT    1 MM_StartMainDialog
  6919: 003c47f8     0 OBJECT  GLOBAL DEFAULT    4 tech_pickups_arcade
  6920: 0045c8e0     4 OBJECT  GLOBAL DEFAULT    8 levelpadsextra
  6921: 0045bd60     4 OBJECT  GLOBAL DEFAULT    8 turtlegs
  6922: 0034f8e8   216 FUNC    GLOBAL DEFAULT    1 scePadSetActAlign
  6923: 003464d0    88 FUNC    GLOBAL DEFAULT    1 sceGifPkTerminate
  6924: 002a2dc0  1148 FUNC    GLOBAL DEFAULT    1 specialPropSwingNonAxial
  6925: 0036a630    92 FUNC    GLOBAL DEFAULT    1 __fixdfdi
  6926: 003468a0    16 FUNC    GLOBAL DEFAULT    1 ReferThreadStatus
  6927: 0028f388   268 FUNC    GLOBAL DEFAULT    1 propSetRoom
  6928: 002395a0     8 FUNC    GLOBAL DEFAULT    1 damObjectivesApache
  6929: 00266588  1708 FUNC    GLOBAL DEFAULT    1 mmDraw2DView
  6930: 002c9f48    40 FUNC    GLOBAL DEFAULT    1 bulletReset
  6931: 0041e590   232 OBJECT  GLOBAL DEFAULT    4 chractivelist
  6932: 00240068    80 FUNC    GLOBAL DEFAULT    1 lvButtonChangeStatus
  6933: 003504b8   108 FUNC    GLOBAL DEFAULT    1 sceVu0InversMatrix
  6934: 00306100    76 FUNC    GLOBAL DEFAULT    1 creditsPreload
  6935: 0034e380    40 FUNC    GLOBAL DEFAULT    1 sceSifIsAliveIop
  6936: 003cd240     0 OBJECT  GLOBAL DEFAULT    4 pivotal_props
  6937: 003daeb0    16 OBJECT  GLOBAL DEFAULT    4 vif_entry_loadm
  6938: 003cdca8     0 OBJECT  GLOBAL DEFAULT    4 neotokyo_doors_1up
  6939: 00350378    44 FUNC    GLOBAL DEFAULT    1 sceVu0ApplyMatrix
  6940: 003468f0    16 FUNC    GLOBAL DEFAULT    1 CancelWakeupThread
  6941: 002ba7a8   128 FUNC    GLOBAL DEFAULT    1 camInitViewData
  6942: 0026add8    76 FUNC    GLOBAL DEFAULT    1 MM_StartMainMenu
  6943: 0045dfe0     4 OBJECT  GLOBAL DEFAULT    8 numchractive
  6944: 003a6d58    32 OBJECT  GLOBAL DEFAULT    4 dm2a2
  6945: 003a6b48    32 OBJECT  GLOBAL DEFAULT    4 dm1h
  6946: 00359d48   472 FUNC    GLOBAL DEFAULT    1 sceMcSetFileInfo
  6947: 002f4f50  1432 FUNC    GLOBAL DEFAULT    1 particleBeamGfx
  6948: 003d8678    18 OBJECT  GLOBAL DEFAULT    4 tile_24_data
  6949: 0020e1d0   648 FUNC    GLOBAL DEFAULT    1 HitTestDistanceLineSegmentToPlane
  6950: 003cd8a0   168 OBJECT  GLOBAL DEFAULT    4 neotokyo_train_route
  6951: 0021b898    36 FUNC    GLOBAL DEFAULT    1 setupconfirm_pageAccept
  6952: 00342068    52 FUNC    GLOBAL DEFAULT    1 ilinkAskForServers
  6953: 00405ca0   160 OBJECT  GLOBAL DEFAULT    4 gunsinventory
  6954: 00365108    96 FUNC    GLOBAL DEFAULT    1 _write_r
  6955: 00228368   248 FUNC    GLOBAL DEFAULT    1 calGlobalFilletMatrices
  6956: 002b1ab8   984 FUNC    GLOBAL DEFAULT    1 propNewCorpse
  6957: 003268f8  3092 FUNC    GLOBAL DEFAULT    1 enemySelectTarget
  6958: 0045e13c     4 OBJECT  GLOBAL DEFAULT    8 AI_alertstate
  6959: 002fc9f8   304 FUNC    GLOBAL DEFAULT    1 weatherWindTick
  6960: 00368138   380 FUNC    GLOBAL DEFAULT    1 _b2d
  6961: 003d7448    24 OBJECT  GLOBAL DEFAULT    4 disp_npcstate
  6962: 0045da20     4 OBJECT  GLOBAL DEFAULT    8 camNumViews
  6963: 004211e0    12 OBJECT  GLOBAL DEFAULT    4 randomvec
  6964: 0023d430    96 FUNC    GLOBAL DEFAULT    1 lvIsValidGunCombo
  6965: 0032dd70     8 FUNC    GLOBAL DEFAULT    1 enemyLevelReset
  6966: 00316b40     8 FUNC    GLOBAL DEFAULT    1 loadbarSetNextAmount
  6967: 002a34a8   160 FUNC    GLOBAL DEFAULT    1 specialGetSwingMagnitudeAxial
  6968: 0029a990    88 FUNC    GLOBAL DEFAULT    1 propPickupGetZRotation
  6969: 00210d28    44 FUNC    GLOBAL DEFAULT    1 getthirdpersonview
  6970: 00367220    44 FUNC    GLOBAL DEFAULT    1 setlocale
  6971: 003fef48    50 OBJECT  GLOBAL DEFAULT    4 soundgroup_M_GASMASK_ZOMBIE
  6972: 002453e8     8 FUNC    GLOBAL DEFAULT    1 frontGfx
  6973: 003cd240     0 OBJECT  GLOBAL DEFAULT    4 pivotal_NPCs_1up
  6974: 002e18b8    20 FUNC    GLOBAL DEFAULT    1 ipSetCurScreenAsTexture
  6975: 00412f68    12 OBJECT  GLOBAL DEFAULT    4 layerSpeed
  6976: 002c9648    72 FUNC    GLOBAL DEFAULT    1 chrGetTimeSinceGunFire
  6977: 00346830    16 FUNC    GLOBAL DEFAULT    1 ChangeThreadPriority
  6978: 00277910    92 FUNC    GLOBAL DEFAULT    1 bgPortalDisable
  6979: 0020acf0  4552 FUNC    GLOBAL DEFAULT    1 mcardTick
  6980: 002089a8   356 FUNC    GLOBAL DEFAULT    1 soundStartLoopRange
  6981: 002e78e8  1588 FUNC    GLOBAL DEFAULT    1 particleNewSparkBurst
  6982: 0025cf00   224 FUNC    GLOBAL DEFAULT    1 mcseqLoad
  6983: 00202458     8 FUNC    GLOBAL DEFAULT    1 memTick
  6984: 0023dec0   464 FUNC    GLOBAL DEFAULT    1 lvGetRandomPadExtref
  6985: 003c9130    32 OBJECT  GLOBAL DEFAULT    4 dam_camera
  6986: 003c7b40     0 OBJECT  GLOBAL DEFAULT    4 warehouse_patrolroutes_1up
  6987: 0022c530    80 FUNC    GLOBAL DEFAULT    1 packfileMake
  6988: 00313530   136 FUNC    GLOBAL DEFAULT    1 quaternion2AxisAngle
  6989: 002298b0    28 FUNC    GLOBAL DEFAULT    1 curAnimComplete
  6990: 002b8bf0   340 FUNC    GLOBAL DEFAULT    1 moveFindRoom
  6991: 002310f0   284 FUNC    GLOBAL DEFAULT    1 gameDeferedReset
  6992: 003b8ba0  1152 OBJECT  GLOBAL DEFAULT    4 signoninfo
  6993: 00229440   416 FUNC    GLOBAL DEFAULT    1 extractAnimRootData
  6994: 003a7008    32 OBJECT  GLOBAL DEFAULT    4 dm3c2
  6995: 0024faf8   248 FUNC    GLOBAL DEFAULT    1 tlhAdjustChrPosition
  6996: 004124c8    24 OBJECT  GLOBAL DEFAULT    4 sinwavetimestart
  6997: 003ff028    50 OBJECT  GLOBAL DEFAULT    4 soundgroup_M_BERET_WOOD
  6998: 00309520     8 FUNC    GLOBAL DEFAULT    1 roomfxNewShockwave
  6999: 002325e0   572 FUNC    GLOBAL DEFAULT    1 challengeGetDisplayFailed
  7000: 0040cd98   100 OBJECT  GLOBAL DEFAULT    4 ambientlightfilename
  7001: 00277138   228 FUNC    GLOBAL DEFAULT    1 bgFloorBBIntersectionXZ
  7002: 002414e8   772 FUNC    GLOBAL DEFAULT    1 loadingGfx
  7003: 002dda20   844 FUNC    GLOBAL DEFAULT    1 gunPlayerTick
  7004: 00421ae0   128 OBJECT  GLOBAL DEFAULT    4 _sceFs_q
  7005: 002fab80     8 FUNC    GLOBAL DEFAULT    1 zbtestRestartAfter
  7006: 0045da60     8 OBJECT  GLOBAL DEFAULT    8 maxForwardAccel
  7007: 0045df74     4 OBJECT  GLOBAL DEFAULT    8 pushgfxtag
  7008: 003d1a28    32 OBJECT  GLOBAL DEFAULT    4 hospital_spawns_arcade
  7009: 00211990    76 FUNC    GLOBAL DEFAULT    1 igmShouldShowAwards
  7010: 0038e180   108 OBJECT  GLOBAL DEFAULT    4 bossgameparms
  7011: 003465a0    16 FUNC    GLOBAL DEFAULT    1 SetGsCrt
  7012: 0033b710   104 FUNC    GLOBAL DEFAULT    1 netIsAIChrLocal
  7013: 003c7b40     4 OBJECT  GLOBAL DEFAULT    4 warehouse_AIHandlers_1up
  7014: 0040c308  2700 OBJECT  GLOBAL DEFAULT    4 ambientlights
  7015: 002380f8   116 FUNC    GLOBAL DEFAULT    1 levelAvailSTORY
  7016: 003d8710    12 OBJECT  GLOBAL DEFAULT    4 tile_5_ipads
  7017: 0020f760   548 FUNC    GLOBAL DEFAULT    1 viewTick
  7018: 002110b0     8 FUNC    GLOBAL DEFAULT    1 notdone
  7019: 003ff178    50 OBJECT  GLOBAL DEFAULT    4 soundgroup_F_SOLDIER_WOOD
  7020: 004133b0  9344 OBJECT  GLOBAL DEFAULT    4 hudparms
  7021: 002a21f8   208 FUNC    GLOBAL DEFAULT    1 propPreloadSpecial
  7022: 00316480   224 FUNC    GLOBAL DEFAULT    1 splineCatmullRomPoint2d
  7023: 0038e470   160 OBJECT  GLOBAL DEFAULT    4 base_ptr
  7024: 00423a8c     4 OBJECT  GLOBAL DEFAULT    4 _impure_ptr
  7025: 0028f2a8   220 FUNC    GLOBAL DEFAULT    1 propCalcRooms
  7026: 00346640    16 FUNC    GLOBAL DEFAULT    1 Interrupt2Iop
  7027: 00323798  1632 FUNC    GLOBAL DEFAULT    1 enemyReselectTarget
  7028: 00215da0    56 FUNC    GLOBAL DEFAULT    1 menufxItemReset
  7029: 0020a9b0    68 FUNC    GLOBAL DEFAULT    1 soundtoolStart
  7030: 0045c278     4 OBJECT  GLOBAL DEFAULT    8 logoposx
  7031: 0045b258     4 OBJECT  GLOBAL DEFAULT    8 myargc
  7032: 003ce6b8     0 OBJECT  GLOBAL DEFAULT    4 planet2_pickups_arcade
  7033: 0045bd30     4 OBJECT  GLOBAL DEFAULT    8 viewpropfloors
  7034: 002ecd48  1352 FUNC    GLOBAL DEFAULT    1 particleSpriteTrailTick
  7035: 0030b2d0   192 FUNC    GLOBAL DEFAULT    1 hudResetHealthArmourData
  7036: 00279db0    16 FUNC    GLOBAL DEFAULT    1 bglightReset
  7037: 003a6aa8    32 OBJECT  GLOBAL DEFAULT    4 dm1c
  7038: 0031a220   336 FUNC    GLOBAL DEFAULT    1 dlSelectTextureKick
  7039: 003091f8   228 FUNC    GLOBAL DEFAULT    1 skyReset
  7040: 0045dcf0     4 OBJECT  GLOBAL DEFAULT    8 spacefiretexnum
  7041: 003d8d28    56 OBJECT  GLOBAL DEFAULT    4 tile_22_plugs
  7042: 003585e8   436 FUNC    GLOBAL DEFAULT    1 scalbn
  7043: 002ca330   168 FUNC    GLOBAL DEFAULT    1 bulletNewBlood
  7044: 002c4048     8 FUNC    GLOBAL DEFAULT    1 playerEnd
  7045: 0045c1a8     4 OBJECT  GLOBAL DEFAULT    8 numCurrentObjectives
  7046: 00288fc8    60 FUNC    GLOBAL DEFAULT    1 r_findroute
  7047: 0025e988   216 FUNC    GLOBAL DEFAULT    1 MM_CenterFlyingObj
  7048: 00322500   304 FUNC    GLOBAL DEFAULT    1 enemyDetonateMines
  7049: 00228a68  1260 FUNC    GLOBAL DEFAULT    1 setAnim
  7050: 002d0968   876 FUNC    GLOBAL DEFAULT    1 bulletLaserCoilsTick
  7051: 003b6c58   232 OBJECT  GLOBAL DEFAULT    4 gamerankschr
  7052: 0045c450     4 OBJECT  GLOBAL DEFAULT    8 warnlevel
  7053: 002417f0   180 FUNC    GLOBAL DEFAULT    1 frontfxPreload
  7054: 00346cf0    16 FUNC    GLOBAL DEFAULT    1 iGsPutIMR
  7055: 003d86a8    18 OBJECT  GLOBAL DEFAULT    4 tile_26_data
  7056: 00337818    40 FUNC    GLOBAL DEFAULT    1 enemyAimOverride
  7057: 00352d60   296 FUNC    GLOBAL DEFAULT    1 atan2f
  7058: 003d0660    48 OBJECT  GLOBAL DEFAULT    4 mexican_pickups_1up
  7059: 0045b23c     4 OBJECT  GLOBAL DEFAULT    8 bosscampropnum
  7060: 0028ccc0   380 FUNC    GLOBAL DEFAULT    1 propSetupBoundingInfo
  7061: 0027ab50  4340 FUNC    GLOBAL DEFAULT    1 obInstLightUpdate
  7062: 00295c70   380 FUNC    GLOBAL DEFAULT    1 propCheckSpawnProp
  7063: 003d89f0    12 OBJECT  GLOBAL DEFAULT    4 tile_30_ipads
  7064: 00227a38   644 FUNC    GLOBAL DEFAULT    1 animTestDestPos
  7065: 0032c050   820 FUNC    GLOBAL DEFAULT    1 enemyVisTableSet
  7066: 003129f8    84 FUNC    GLOBAL DEFAULT    1 rotx2fquat
  7067: 0022c588    44 FUNC    GLOBAL DEFAULT    1 packfileReset
  7068: 002d5db0     8 FUNC    GLOBAL DEFAULT    1 gunRestart
  7069: 0032cb60   132 FUNC    GLOBAL DEFAULT    1 enemyGetNPCsPad
  7070: 0020ac88    96 FUNC    GLOBAL DEFAULT    1 mcardReset
  7071: 00348c58   176 FUNC    GLOBAL DEFAULT    1 sceSifWriteBackDCache
  7072: 00348638   640 FUNC    GLOBAL DEFAULT    1 sceSifInitCmd
  7073: 003465f0    16 FUNC    GLOBAL DEFAULT    1 ExecPS2
  7074: 002b4638   308 FUNC    GLOBAL DEFAULT    1 remoteGunDamage
  7075: 00245428   100 FUNC    GLOBAL DEFAULT    1 frontPageSet
  7076: 002111d0    28 FUNC    GLOBAL DEFAULT    1 getshowenemyalertstates
  7077: 0045c7f0     8 OBJECT  GLOBAL DEFAULT    8 tile_29_data
  7078: 003cd240     0 OBJECT  GLOBAL DEFAULT    4 pivotal_pickups_1up
  7079: 00313a40    96 FUNC    GLOBAL DEFAULT    1 matrixRotZ
  7080: 00301958  1012 FUNC    GLOBAL DEFAULT    1 starfieldRestart
  7081: 003cf6c0   120 OBJECT  GLOBAL DEFAULT    4 rfactory_beams_pipeGrid1
  7082: 002e0b58   324 FUNC    GLOBAL DEFAULT    1 gunfxNewFlameBg
  7083: 002e18d0    20 FUNC    GLOBAL DEFAULT    1 ipSetLastScreenAsTexture
  7084: 002aa350   476 FUNC    GLOBAL DEFAULT    1 propSpecialGibFruitObject
  7085: 00233030     8 FUNC    GLOBAL DEFAULT    1 statsGet
  7086: 003d8d60    60 OBJECT  GLOBAL DEFAULT    4 tile_23_plugs
  7087: 003ce320   160 OBJECT  GLOBAL DEFAULT    4 setup_spacestation_1up
  7088: 00358388    56 FUNC    GLOBAL DEFAULT    1 isnan
  7089: 0045c309     1 OBJECT  GLOBAL DEFAULT    8 quickflash
  7090: 002116d8   116 FUNC    GLOBAL DEFAULT    1 debugmenuSetJoyMode
  7091: 003d3568    40 OBJECT  GLOBAL DEFAULT    4 gv_playsound
  7092: 002ae890    56 FUNC    GLOBAL DEFAULT    1 liftIsInQueue
  7093: 003466d0    16 FUNC    GLOBAL DEFAULT    1 RemoveDmacHandler
  7094: 0045be00     4 OBJECT  GLOBAL DEFAULT    8 tentaclesSetup
  7095: 00247098     8 FUNC    GLOBAL DEFAULT    1 guiReset
  7096: 003d1af0     0 OBJECT  GLOBAL DEFAULT    4 scrapyard_doors_1up
  7097: 002d0cd8  1672 FUNC    GLOBAL DEFAULT    1 bulletLaserCoilsGfx
  7098: 003fe308    50 OBJECT  GLOBAL DEFAULT    4 soundgroup_F_SWAT
  7099: 0045c488     4 OBJECT  GLOBAL DEFAULT    8 lassocount
  7100: 00228f58   212 FUNC    GLOBAL DEFAULT    1 animSetAiming
  7101: 0034ead8    36 FUNC    GLOBAL DEFAULT    1 kputs
  7102: 00267010   964 FUNC    GLOBAL DEFAULT    1 mapmakerGfx
  7103: 0045b248     4 OBJECT  GLOBAL DEFAULT    8 gfxtag
  7104: 0045ba4c     4 OBJECT  GLOBAL DEFAULT    8 mem_level_at
  7105: 00279a80   172 FUNC    GLOBAL DEFAULT    1 v3Normalize
  7106: 00272ac0   188 FUNC    GLOBAL DEFAULT    1 MM_FileLoadBuiltinMap
  7107: 00239aa8     8 FUNC    GLOBAL DEFAULT    1 damObjectivesPowerOn
  7108: 0045c7d4     4 OBJECT  GLOBAL DEFAULT    8 bgNumVolumes
  7109: 003475a8    32 FUNC    GLOBAL DEFAULT    1 iEnableDmac
  7110: 0045e28c     4 OBJECT  GLOBAL DEFAULT    8 speed
  7111: 003cda40    48 OBJECT  GLOBAL DEFAULT    4 neotokyo_pickups_1up
  7112: 004504e8    20 OBJECT  GLOBAL DEFAULT    6 cartridgeProps
  7113: 00350f08    24 FUNC    GLOBAL DEFAULT    1 sceVu0ScaleVectorXYZ
  7114: 0045c514     4 OBJECT  GLOBAL DEFAULT    8 m_y2
  7115: 0025d230    40 FUNC    GLOBAL DEFAULT    1 mcseqMake
  7116: 002ae798    56 FUNC    GLOBAL DEFAULT    1 liftTakeFromQueue
  7117: 003b6b70   232 OBJECT  GLOBAL DEFAULT    4 gameranksteam
  7118: 002c4290    16 FUNC    GLOBAL DEFAULT    1 playerIsDead
  7119: 0035c070   100 FUNC    GLOBAL DEFAULT    1 sceScfGetTimeZone
  7120: 00337b20  2516 FUNC    GLOBAL DEFAULT    1 enemyStoryAttack1
  7121: 003d85f0    18 OBJECT  GLOBAL DEFAULT    4 tile_17_data
  7122: 00350630    36 FUNC    GLOBAL DEFAULT    1 sceVu0CopyMatrix
  7123: 0034bfb8   416 FUNC    GLOBAL DEFAULT    1 sceGetstat
  7124: 0030aa50    72 FUNC    GLOBAL DEFAULT    1 chrfxSetup
  7125: 002eb090  5304 FUNC    GLOBAL DEFAULT    1 particleNewGlass
  7126: 00302938    76 FUNC    GLOBAL DEFAULT    1 specialfxPreload
  7127: 0034f2d8    52 FUNC    GLOBAL DEFAULT    1 scePadStateIntToStr
  7128: 0045da24     4 OBJECT  GLOBAL DEFAULT    8 currentview
  7129: 002776c0    32 FUNC    GLOBAL DEFAULT    1 bgGetNumWalls
  7130: 00321f80   244 FUNC    GLOBAL DEFAULT    1 checkProgress
  7131: 003100f0    44 FUNC    GLOBAL DEFAULT    1 hudShouldShowGuns
  7132: 0027e170   884 FUNC    GLOBAL DEFAULT    1 obInstNew
  7133: 0031ae68   288 FUNC    GLOBAL DEFAULT    1 dlSetFBMSK
